id,dur,proto,sbytes,dbytes,label
81,16.76671,tcp,630,0,0
82,15.40279,tcp,630,0,0
83,16.448053,tcp,630,0,0
84,2.462774,tcp,2516,354,0
85,1.047169,tcp,534,354,0
86,16.76671,tcp,630,0,0
87,16.448053,tcp,630,0,0
88,15.40279,tcp,630,0,0
89,15.40279,tcp,630,0,0
90,2.417396,tcp,896,1142,0
91,16.044233,tcp,540,0,0
92,16.352577,tcp,540,0,0
93,16.044233,tcp,540,0,0
94,16.352577,tcp,540,0,0
95,16.352577,tcp,540,0,0
96,16.044233,tcp,540,0,0
97,0.664512,tcp,534,268,0
98,0.860208,tcp,534,268,0
99,15.102544,tcp,450,0,0
100,1.979445,tcp,810,1228,0
101,15.102544,tcp,450,0,0
102,1.763225,tcp,2516,354,0
103,0.651652,tcp,534,268,0
104,15.684376,tcp,450,0,0
105,15.684376,tcp,450,0,0
106,15.008936,tcp,360,0,0
107,15.008936,tcp,360,0,0
108,1.15935,tcp,534,354,0
109,16.131804,tcp,360,0,0
110,16.131804,tcp,360,0,0
111,0.717487,tcp,534,268,0
112,16.488672,tcp,270,0,0
113,0.874834,tcp,2516,354,0
114,16.800188,tcp,270,0,0
115,16.488672,tcp,270,0,0
116,16.800188,tcp,270,0,0
117,1.538604,tcp,814,1266,0
118,16.136995,tcp,270,0,0
119,16.136995,tcp,270,0,0
120,17.272808,tcp,180,0,0
121,17.267853,tcp,180,0,0
122,17.267853,tcp,180,0,0
123,0.869206,tcp,534,268,0
124,19.176811,tcp,180,0,0
125,17.272808,tcp,180,0,0
126,16.687513,tcp,180,0,0
127,19.176811,tcp,180,0,0
128,0.816781,tcp,2516,268,0
129,16.687513,tcp,180,0,0
130,0.724897,tcp,534,268,0
131,1.625287,tcp,876,1182,0
132,1.739142,tcp,2516,354,0
133,0.885835,tcp,534,268,0
134,1.179485,tcp,534,354,0
135,1.318945,tcp,2516,354,0
136,1.048635,tcp,824,1206,0
137,1.49338,tcp,822,1378,0
138,1.49338,tcp,822,1378,0
139,0.657843,tcp,534,354,0
140,1.49338,tcp,822,1378,0
141,1.450415,tcp,2516,354,0
142,1.45018,tcp,534,354,0
143,1.302269,tcp,534,354,0
144,1.20946,tcp,816,1294,0
145,0.638839,tcp,2516,268,0
146,1.368353,tcp,810,1138,0
147,1.368353,tcp,810,1138,0
148,0.963874,tcp,2516,354,0
149,0.866189,tcp,534,354,0
150,0.720965,tcp,800,1246,0
151,0.650809,tcp,2516,268,0
152,1.09756,tcp,792,1140,0
153,0.847027,tcp,534,268,0
154,0.698707,tcp,2516,268,0
155,1.058935,tcp,2516,354,0
156,0.762124,tcp,534,354,0
157,0.696721,tcp,2516,354,0
158,1.552272,tcp,822,1120,0
159,1.080772,tcp,534,354,0
160,0.685279,tcp,534,268,0
161,0.874161,tcp,796,1192,0
162,0.633507,tcp,2516,268,0
163,0.418529,tcp,534,268,0
164,9.734114,tcp,540,0,0
165,9.05373,tcp,540,0,0
166,8.834706,tcp,540,0,0
167,9.05373,tcp,540,0,0
168,8.232217,tcp,540,0,0
169,9.492497,tcp,540,0,0
170,8.232217,tcp,540,0,0
171,9.492497,tcp,540,0,0
172,1.139638,tcp,534,354,0
173,9.734114,tcp,540,0,0
174,8.834706,tcp,540,0,0
175,0.000006,tcp,90,0,0
176,13.982293,tcp,450,0,0
177,20.535067,tcp,450,0,0
178,18.112692,tcp,450,0,0
179,0.500492,tcp,2516,268,0
180,15.328777,tcp,450,0,0
181,14.958252,tcp,450,0,0
182,13.053721,tcp,450,0,0
183,1.12155,tcp,890,1150,0
184,14.958252,tcp,450,0,0
185,19.106997,tcp,450,0,0
186,24.755817,tcp,450,0,0
187,23.255651,tcp,450,0,0
188,22.761002,tcp,450,0,0
189,23.255651,tcp,450,0,0
190,22.761002,tcp,450,0,0
191,18.44595,tcp,450,0,0
192,24.755817,tcp,450,0,0
193,15.328777,tcp,450,0,0
194,13.053721,tcp,450,0,0
195,20.535067,tcp,450,0,0
196,21.025787,tcp,450,0,0
197,21.987556,tcp,450,0,0
198,18.112692,tcp,450,0,0
199,18.44595,tcp,450,0,0
200,21.987556,tcp,450,0,0
201,21.025787,tcp,450,0,0
202,19.106997,tcp,450,0,0
203,13.982293,tcp,450,0,0
204,23.333012,tcp,360,0,0
205,23.333012,tcp,360,0,0
206,0.000009,udp,104,0,0
207,25.801886,tcp,360,0,0
208,23.387411,tcp,360,0,0
209,23.660702,tcp,360,0,0
210,25.758749,tcp,360,0,0
211,23.660702,tcp,360,0,0
212,25.758749,tcp,360,0,0
213,23.387411,tcp,360,0,0
214,0.000001,udp,104,0,0
215,1.673592,tcp,810,1250,0
216,0.764506,tcp,534,268,0
217,25.801886,tcp,360,0,0
218,2.185865,tcp,2516,354,0
220,24.682304,tcp,270,0,0
221,25.819431,tcp,270,0,0
224,25.819431,tcp,270,0,0
226,24.682304,tcp,270,0,0
227,1.429959,tcp,534,268,0
228,31.542561,tcp,180,0,0
229,29.195513,tcp,180,0,0
230,30.79278,tcp,180,0,0
231,30.79278,tcp,180,0,0
232,27.413933,tcp,180,0,0
233,31.542561,tcp,180,0,0
234,0.524961,tcp,534,268,0
235,0.000003,udp,104,0,0
236,29.195513,tcp,180,0,0
237,27.413933,tcp,180,0,0
240,1.129944,tcp,534,354,0
241,1.964566,tcp,2516,354,0
242,2.349783,tcp,888,1370,0
243,0.000007,udp,104,0,0
244,0.921987,ospf,1280,0,1
245,0.921987,ospf,1280,0,1
246,0.921987,ospf,1280,0,1
247,0.921987,ospf,1280,0,1
248,0.000009,sctp,104,0,1
253,0.000016,udp,196,0,1
254,0.224524,tcp,830,960,1
255,0.409782,tcp,852,1336,1
256,0.258515,tcp,1064,268,1
257,0.674665,tcp,564,354,1
258,5.600391,tcp,886,5236,1
259,0.285988,tcp,1196,992,1
260,0.000003,udp,168,0,1
261,0.663844,tcp,564,354,1
262,0.217312,tcp,1148,268,1
263,7.629429,tcp,9082,1747118,1
264,0.502392,tcp,938,354,1
265,0.460161,tcp,908,18088,1
266,0.000009,udp,168,0,1
267,1.244202,ospf,3024,0,1
268,1.244202,ospf,3024,0,1
269,1.244202,ospf,3024,0,1
270,1.244202,ospf,3024,0,1
271,1.244202,ospf,3024,0,1
272,0.289402,tcp,1134,1074,1
273,0.667368,tcp,564,354,1
274,0.209133,tcp,508,268,1
275,0.197552,tcp,758,268,1
276,0.000008,udp,168,0,1
277,0.483004,tcp,566,354,1
278,0.523646,tcp,674,268,1
279,2.032866,tcp,1186,1602,1
280,0.727527,tcp,364,1628,1
281,0.000009,udp,168,0,1
282,0.681871,tcp,17266,354,1
283,0.566928,tcp,490,268,1
284,0.833854,tcp,738,354,1
285,0.766293,tcp,1506,268,1
286,0.583476,tcp,1098,268,1
287,0.625871,tcp,3984,268,1
288,1.173262,tcp,2080,1746,1
289,0.451172,tcp,490,268,1
290,0.877186,tcp,564,354,1
291,0.694908,tcp,546,354,1
292,0.534477,tcp,546,354,1
293,0.322297,tcp,546,268,1
294,0.688948,tcp,908,2000,1
295,0.537852,tcp,484,354,1
296,0.772218,tcp,808,1238,1
297,0.432617,tcp,968,354,1
298,0.249214,tcp,848,986,1
299,0.647249,tcp,564,354,1
300,0.190223,tcp,902,268,1
301,0.894891,tcp,3178,1784,1
302,0.998863,tcp,948,9872,1
303,0.282722,tcp,844,1094,1
304,9.95755,tcp,10662,2055289,1
305,1.232252,tcp,950,2266,1
306,0.305854,tcp,1582,268,1
307,0.845421,tcp,9684,406,1
308,0.379788,tcp,1294,268,1
309,0.588943,tcp,2062,268,1
310,0.596682,tcp,3678,268,1
311,0.725222,tcp,550,354,1
312,0.00001,udp,168,0,1
313,0.740256,tcp,774,268,1
314,1.189909,tcp,718,354,1
315,0.810054,tcp,1716,354,1
316,0.860513,tcp,3678,268,1
317,1.1899,tcp,1326,3294,1
318,0.721047,tcp,2484,268,1
319,0.801919,tcp,6830,354,1
320,0.407476,tcp,780,268,1
321,0.456038,tcp,550,268,1
322,0.69726,tcp,1294,268,1
323,1.155184,tcp,564,354,1
324,0.823709,tcp,914,29346,1
325,1.094653,tcp,824,2216,1
326,0.860687,tcp,992,716,1
327,44.22596,tcp,18872,1718,1
328,1.004763,tcp,1092,766,1
329,1.393967,tcp,1164,842,1
330,1.31628,tcp,1314,1774,1
331,1.392847,tcp,1084,820,1
332,2.838932,tcp,1222,63172,1
333,5.293481,tcp,286548,3166,1
334,0.837254,tcp,1080,734,1
335,1.46353,tcp,1232,830,1
336,1.843741,tcp,836,5624,1
337,1.438237,tcp,958,2726,1
338,1.263457,tcp,1174,730,1
339,1.465404,tcp,800,1018,1
340,1.722713,tcp,988,808,1
341,2.337648,tcp,1228,796,1
342,3.429712,tcp,30764,1764,1
343,2.360055,tcp,28162,1772,1
344,0.844596,tcp,1014,740,1
345,1.102556,tcp,1110,820,1
346,1.141352,tcp,1018,840,1
347,1.067207,tcp,1110,776,1
348,2.716886,tcp,1042,696,1
349,1.943965,tcp,34710,1022,1
350,1.834468,tcp,818,4788,1
351,1.468132,tcp,830,1856,1
352,1.616972,tcp,1196,820,1
353,1.916194,tcp,3030,844,1
354,2.119298,tcp,698,682,1
355,2.22194,tcp,700,682,1
356,2.420967,tcp,1106,814,1
357,2.663656,tcp,698,682,1
358,1.905333,tcp,936,354,1
359,2.141633,tcp,3026,792,1
360,28.213135,ospf,1280,0,1
361,28.213135,ospf,1280,0,1
362,28.213135,ospf,1280,0,1
363,28.213135,ospf,1280,0,1
364,28.213135,ospf,1280,0,1
365,28.213135,ospf,1280,0,1
366,0.803314,tcp,41302,2104,1
367,0.678469,tcp,564,354,1
368,1.313131,tcp,1186,1668,1
369,0.000015,udp,168,0,1
370,0.624286,tcp,564,354,1
371,1.265907,tcp,172977,2638,1
372,0.000003,sctp,776,0,1
373,0.000003,sctp,776,0,1
374,0.000003,sctp,776,0,1
375,0.000003,sctp,776,0,1
376,0.000003,udp,168,0,1
377,0.466699,ospf,2858,0,1
378,0.466699,ospf,2858,0,1
379,0.466699,ospf,2858,0,1
380,0.000007,udp,168,0,1
381,0.180252,tcp,974,268,1
382,0.264132,tcp,748,4208,1
383,0.000004,udp,2150,0,1
384,0.00001,udp,1970,0,1
385,0.00001,udp,1850,0,1
386,0.000008,udp,754,0,1
387,0.000009,udp,1406,0,1
388,0.201833,tcp,1308,268,1
389,0.000006,udp,756,0,1
390,0.00001,udp,1768,0,1
391,0.611251,tcp,1172,48278,1
392,1.151317,tcp,1190,1652,1
393,0.34468,tcp,1284,2074,1
394,0.185405,tcp,512,268,1
395,0.644655,tcp,1104,31168,1
396,1.225539,tcp,3926,3392,1
397,0.201967,tcp,4708,268,1
398,0.165417,tcp,3818,268,1
399,0.414536,tcp,1204,354,1
400,0.419779,tcp,1332,354,1
401,0.252441,tcp,1844,268,1
402,7.312841,ospf,10880,0,1
403,0.186136,tcp,816,6574,1
404,0.246582,tcp,6924,812,1
405,0.188998,tcp,854,268,1
406,0.198691,tcp,918,268,1
407,4.490101,udp,17078,0,1
408,43.982441,tcp,1568,1528,1
409,0.568472,tcp,2512,1386,1
410,0.535636,tcp,1256,1288,1
411,0.793553,tcp,906,556,1
412,0.905874,tcp,904,642,1
413,0.628707,tcp,964,3708,1
414,0.954264,tcp,782,678,1
415,1.335126,tcp,904,728,1
416,0.417471,tcp,786,826,1
417,0.328615,tcp,888,3780,1
418,0.720163,tcp,790,678,1
419,0.963038,tcp,2798,2050,1
420,0.376248,tcp,1062,268,1
421,1.30776,tcp,23864,1846,1
422,43.776703,tcp,7164417,34668,1
423,0.338931,tcp,796,1024,1
424,1.194859,tcp,934,8624,1
425,0.796488,tcp,564,354,1
426,0.320574,tcp,568,268,1
427,0.367036,tcp,1092,1044,1
428,0.000007,udp,136,0,1
429,0.49391,tcp,770,11200,1
430,0.340732,tcp,842,1670,1
431,0.000003,udp,168,0,1
432,0.829626,tcp,564,354,1
433,0.000007,udp,406,0,1
434,0.915074,tcp,1536,556,1
435,0.328484,tcp,1126,14492,1
436,0.381521,tcp,794,3962,1
437,0.580452,tcp,2326,552,1
438,1.845588,tcp,4963,1834,1
439,1.634732,tcp,1084,31422,1
440,0.000003,sctp,78,0,1
441,0.000003,sctp,78,0,1
442,0.52179,tcp,684,268,1
443,1.300463,tcp,992,16286,1
444,0.884886,tcp,564,354,1
445,0.474962,tcp,906,22330,1
446,0.818168,tcp,564,354,1
447,35.181515,tcp,5487011,26990,1
448,0.37681,tcp,562,268,1
449,0.000023,udp,168,0,1
450,0.000003,udp,168,0,1
451,0.346076,tcp,914,268,1
452,3.315317,tcp,214505,2812,1
453,0.000004,udp,2792,0,1
454,0.000001,udp,168,0,1
455,0.000008,udp,168,0,1
456,0.671246,tcp,564,354,1
457,0.67514,tcp,564,354,1
458,0.277344,tcp,800,5972,1
459,0.012899,tcp,96,96,1
460,0.623815,tcp,564,354,1
461,0.190103,tcp,916,4638,1
473,1.160125,tcp,1190,1642,1
474,1.160125,tcp,1190,1642,1
479,0.192322,tcp,5098,268,1
480,0.187225,tcp,1988,268,1
481,0.675253,tcp,564,354,1
493,0.000013,udp,168,0,1
495,0.707186,tcp,1032,9898,1
497,0.000015,udp,168,0,1
499,0.781325,tcp,1186,40540,1
500,0.225991,tcp,1170,966,1
502,0.227117,tcp,834,5384,1
504,0.00001,udp,748,0,1
506,1.411386,tcp,1202,1664,1
507,0.244608,tcp,980,268,1
508,1.253977,tcp,308919,3296,1
509,0.00002,udp,168,0,1
510,0.371083,tcp,950,268,1
511,0.000007,udp,168,0,1
513,0.489758,ospf,1040,0,1
514,0.489758,ospf,1040,0,1
516,57.237827,tcp,70700,14657531,1
518,0.231606,tcp,926,23166,1
520,1.565097,tcp,2976,449181,1
521,0.000008,udp,168,0,1
523,1.644148,tcp,283242,2998,1
525,7.312841,ospf,10880,0,1
527,7.312841,ospf,10880,0,1
529,7.312841,ospf,10880,0,1
531,7.312841,ospf,10880,0,1
532,0.27331,tcp,898,268,1
534,0.155371,tcp,19834,354,1
536,0.217978,tcp,802,268,1
539,0.625488,tcp,564,354,1
541,0.2647,tcp,2652,9188,1
543,0.496533,tcp,962,1056,1
545,0.632841,tcp,564,354,1
546,0.181007,tcp,2792,268,1
548,0.626981,tcp,564,354,1
550,1.755642,tcp,3010,474465,1
551,0.633985,tcp,1024,3010,1
553,0.18229,tcp,1006,268,1
554,0.844803,tcp,9199,1596,1
556,0.008271,udp,1386,106,1
558,1.122435,tcp,94429,2308,1
560,0.230717,tcp,802,7782,1
562,0.638853,tcp,564,354,1
564,0.248781,tcp,876,29216,1
566,1.96472,tcp,1206,1638,1
568,1.914575,tcp,3444,3254,1
569,0.872915,tcp,564,354,1
571,0.618564,tcp,4172,268,1
573,0.97472,tcp,41333,2022,1
576,0.285157,tcp,814,2030,1
578,0.00001,udp,322,0,1
580,0.255045,tcp,2456,268,1
581,1.036788,tcp,1268,100496,1
583,0.538437,tcp,518,354,1
584,0.000001,udp,104,0,1
585,0.000002,udp,104,0,1
586,0.301315,tcp,812,2864,1
587,1.285564,tcp,1012,1688,1
588,0.664642,tcp,564,354,1
589,0.221558,tcp,628,268,1
591,0.241523,tcp,818,1796,1
594,0.616813,tcp,9989,1712,1
596,0.659375,tcp,564,354,1
597,0.474746,tcp,364,5150,1
598,0.000008,udp,104,0,1
599,0.379524,tcp,1612,268,1
601,0.345819,tcp,1612,268,1
602,0.282292,tcp,1612,268,1
604,0.515394,tcp,1612,354,1
605,1.760479,tcp,510,354,1
606,0.000008,udp,168,0,1
608,0.724875,tcp,364,842,1
609,0.445359,tcp,3598,384,1
611,0.000016,udp,168,0,1
612,0.591922,tcp,1612,354,1
614,1.090031,tcp,1450,86878,1
616,0.41097,tcp,940,354,1
618,0.721878,tcp,5358,1878,1
620,0.000009,udp,168,0,1
621,0.851633,tcp,1132,39742,1
625,0.184412,tcp,884,268,1
627,0.000006,udp,168,0,1
629,0.000009,udp,168,0,1
630,0.987803,tcp,2524,634,1
634,0.19063,tcp,934,268,1
636,0.240515,tcp,800,7212,1
638,0.263627,tcp,916,26010,1
640,0.287987,tcp,2244,2344,1
642,0.633155,tcp,564,354,1
644,1.276288,tcp,155333,2544,1
646,0.72675,tcp,1178,41228,1
648,0.000008,udp,168,0,1
650,0.20765,tcp,818,9134,1
652,0.671838,tcp,564,354,1
654,0.365988,tcp,25914,764,1
656,0.000004,udp,168,0,1
658,0.765067,tcp,25556,728,1
659,1.103479,tcp,1166,1638,1
661,1.2007,tcp,1382,69734,1
663,0.668237,tcp,27608,642,1
665,1.002146,tcp,28122,936,1
667,1.021487,tcp,564,354,1
670,2.055093,tcp,1166,1612,1
671,1.7093,tcp,1186,1658,1
672,0.697296,tcp,526,354,1
673,1.602192,tcp,14552,1642,1
675,0.819005,tcp,564,354,1
677,4.273954,tcp,26316,1596,1
678,0.534465,tcp,2508,354,1
680,0.000009,udp,702,0,1
682,0.000004,udp,168,0,1
684,0.239718,tcp,2682,268,1
686,0.264001,tcp,828,3730,1
688,0.00001,udp,144,0,1
690,0.184411,tcp,1552,268,1
692,0.454072,tcp,830,354,1
693,0.316553,tcp,2272,392,1
694,0.237768,tcp,454,410,1
695,0.000032,udp,168,0,1
696,0.182122,tcp,792,268,1
698,0.192723,tcp,1046,268,1
700,0.921987,ospf,1280,0,1
701,0.921987,ospf,1280,0,1
703,0.921987,ospf,1280,0,1
705,0.921987,ospf,1280,0,1
707,0.000009,sctp,104,0,1
708,0.000009,sctp,104,0,1
712,0.251427,tcp,1902,268,1
714,1.327353,tcp,1640,133010,1
716,0.644901,tcp,2716,1106,1
717,9.84468,tcp,4130,2176,1
719,0.332004,tcp,852,268,1
720,0.873863,tcp,6806,268,1
721,8.550902,tcp,116243,2818,1
723,1.459835,tcp,1062,30862,1
724,0.347434,tcp,724,268,1
727,0.639309,tcp,564,354,1
729,0.781391,tcp,5432,2230,1
731,0.639483,tcp,1006,6196,1
734,0.000009,udp,168,0,1
736,0.266376,tcp,848,1014,1
738,0.631712,tcp,564,354,1
740,0.247074,tcp,2554,498,1
742,0.246724,tcp,828,9642,1
743,0.978975,tcp,72696,2138,1
745,1.028503,tcp,93934,2112,1
747,0.489758,ospf,1040,0,1
749,0.489758,ospf,1040,0,1
750,0.719178,tcp,26282,1846,1
751,0.188718,tcp,874,268,1
752,1.336532,tcp,694,354,1
753,0.257473,tcp,784,1584,1
755,0.631209,tcp,364,724,1
757,0.212323,tcp,824,1418,1
758,0.000002,udp,168,0,1
760,0.203724,tcp,744,944,1
762,1.068803,tcp,1190,1644,1
763,0.256406,tcp,824,1384,1
765,1.244202,ospf,3024,0,1
766,1.244202,ospf,3024,0,1
767,1.244202,ospf,3024,0,1
769,0.563572,tcp,25146,1724,1
770,0.190494,tcp,1246,268,1
772,0.734875,tcp,564,354,1
774,0.256281,tcp,2550,268,1
775,32.550049,tcp,2032,622,1
777,0.313243,tcp,502,268,1
779,0.454986,tcp,578,268,1
780,2.032866,tcp,1186,1602,1
782,0.648226,tcp,488,268,1
783,0.000009,udp,224,0,1
785,0.495706,tcp,566,268,1
787,0.000009,udp,168,0,1
789,1.305125,tcp,546,268,1
791,1.642084,tcp,564,354,1
792,3.29123,tcp,1244,1608,1
794,0.678804,tcp,546,354,1
796,0.500246,tcp,546,268,1
798,0.302907,tcp,546,268,1
801,1.578096,tcp,41257,1838,1
803,0.467829,tcp,546,268,1
804,0.614827,tcp,546,354,1
805,0.444697,tcp,546,268,1
806,0.591822,tcp,546,354,1
807,0.229571,tcp,964,268,1
808,0.000003,udp,168,0,1
810,0.229942,tcp,956,268,1
813,0.000009,udp,168,0,1
814,1.741589,tcp,1094,354,1
815,0.210218,tcp,870,28312,1
816,0.912818,tcp,45569,1882,1
818,0.000008,udp,168,0,1
820,0.866326,tcp,6379,1694,1
822,4.23501,tcp,2314,308456,1
824,0.496439,tcp,1460,268,1
826,0.698342,tcp,2062,268,1
827,0.644017,tcp,1524,268,1
829,0.930911,tcp,1844,268,1
831,0.664591,tcp,718,268,1
833,1.258327,tcp,1294,354,1
835,0.000008,udp,168,0,1
837,0.648673,tcp,2062,268,1
839,0.780763,tcp,2292,268,1
841,2.690916,tcp,39304,1974,1
842,0.854481,tcp,550,354,1
844,0.862454,tcp,622,268,1
846,0.862454,tcp,622,268,1
847,1.058314,tcp,96806,698,1
848,0.480618,tcp,2062,268,1
850,0.561693,tcp,6830,268,1
852,0.821876,tcp,1206,752,1
854,0.469708,tcp,910,268,1
855,0.000008,ospf,200,0,1
856,0.000008,ospf,200,0,1
857,0.806499,tcp,1270,718,1
858,0.000008,ospf,200,0,1
859,0.898723,tcp,1112,734,1
861,1.211704,tcp,746,354,1
863,1.297416,tcp,1168,860,1
865,1.188517,tcp,3058,812,1
866,1.249461,tcp,1230,706,1
868,0.000001,udp,168,0,1
869,1.0163,tcp,1046,712,1
871,1.239806,tcp,564,354,1
873,0.898622,tcp,3060,732,1
875,2.064881,tcp,834,1090,1
876,2.512475,tcp,1074,826,1
877,4.011219,tcp,187370,2788,1
878,1.265954,tcp,23576,440,1
879,1.24516,tcp,910,354,1
881,1.187146,tcp,1294,354,1
883,2.611304,tcp,976,24944,1
885,2.19555,tcp,564,354,1
887,1.56522,tcp,982,706,1
888,0.877109,tcp,1144,736,1
890,1.350991,tcp,1326,824,1
892,0.000012,udp,1524,0,1
894,1.899877,tcp,1072,848,1
896,6.027484,tcp,564,354,1
898,10.46607,tcp,1664,103410,1
899,4.334506,tcp,17434,354,1
901,4.777531,tcp,830,1032,1
902,0.000003,udp,168,0,1
904,1.707074,tcp,564,354,1
905,0.837789,tcp,453,422,1
906,1.255112,tcp,17762,900,1
907,1.259484,tcp,1036,838,1
909,1.037166,tcp,1144,806,1
911,1.264591,tcp,364,3754,1
912,1.942211,tcp,1046,848,1
915,1.268423,tcp,1494,752,1
916,0.763668,tcp,828,8756,1
918,1.036682,tcp,1494,798,1
919,3.496503,tcp,1320,6248,1
920,1.070851,tcp,994,840,1
922,0.000005,udp,168,0,1
924,0.000001,udp,168,0,1
926,1.681614,tcp,564,354,1
928,1.52622,tcp,806,354,1
930,1.60079,tcp,864,1666,1
931,1.979259,tcp,34710,876,1
932,0.921987,ospf,1280,0,1
933,7.843363,tcp,564,354,1
934,0.921987,ospf,1280,0,1
935,1.748952,tcp,1110,842,1
936,0.000009,sctp,104,0,1
937,5.139651,tcp,1594,140315,1
938,0.000009,sctp,104,0,1
939,1.656119,tcp,564,354,1
940,2.417154,tcp,764,354,1
941,0.270547,tcp,860,25496,1
942,5.220461,tcp,12290,354,1
943,0.497445,tcp,852,1012,1
944,7.890124,tcp,2898,386188,1
945,0.662481,tcp,564,354,1
946,28.213135,ospf,1280,0,1
947,0.000013,udp,168,0,1
948,1.313131,tcp,1186,1668,1
949,0.695078,tcp,564,354,1
950,0.000019,udp,168,0,1
951,0.000004,udp,168,0,1
952,0.000008,udp,168,0,1
953,0.191146,tcp,10068,268,1
954,3.239653,tcp,3540,538175,1
955,0.000003,sctp,776,0,1
956,0.000003,sctp,776,0,1
957,0.153847,tcp,732,268,1
958,0.000003,sctp,776,0,1
959,0.179287,tcp,854,268,1
960,0.477827,tcp,952,622,1
961,0.560323,tcp,9917,1756,1
962,0.452364,tcp,808,9588,1
963,0.000009,udp,168,0,1
964,0.639732,tcp,564,354,1
965,0.278216,tcp,880,2208,1
966,0.000008,udp,132,0,1
967,1.196556,tcp,1154,1644,1
968,1.321289,tcp,6622,9490,1
969,1.321289,tcp,6622,9490,1
970,0.584568,tcp,364,4382,1
971,0.063164,udp,2304,2304,1
972,3.674717,tcp,4986,856582,1
973,0.180596,tcp,920,268,1
974,0.184658,tcp,720,268,1
975,0.639185,tcp,564,354,1
976,5.403475,tcp,1024208,6708,1
977,1.354252,tcp,1072,1842,1
978,0.143221,tcp,4406,268,1
979,0.466699,ospf,2858,0,1
980,0.240818,tcp,364,16744,1
981,0.816512,tcp,4675,1832,1
982,0.165783,tcp,610,268,1
983,1.123349,tcp,1162,1638,1
984,0.289543,tcp,2428,1790,1
985,0.86807,tcp,3173,1832,1
986,0.000009,udp,168,0,1
987,0.266753,tcp,6128,268,1
988,0.412801,tcp,1990,24440,1
989,0.000009,udp,906,0,1
990,0.478845,tcp,1464,1058,1
991,0.84466,tcp,48363,1942,1
992,0.000006,udp,256,0,1
993,0.624969,tcp,782,678,1
994,0.804682,tcp,11478,1680,1
995,0.633303,tcp,564,354,1
996,1.18387,tcp,784,764,1
997,0.19536,tcp,1330,268,1
998,0.230088,tcp,816,5840,1
999,0.212793,tcp,876,19342,1
1000,0.557667,tcp,894,29170,1
1001,0.413711,tcp,1396,4700,1
1002,0.187824,tcp,816,268,1
1003,1.015195,tcp,906,642,1
1004,0.281493,tcp,976,41908,1
1005,0.581491,tcp,364,846,1
1006,0.202168,tcp,1134,268,1
1007,0.981502,tcp,912,556,1
1008,0.281404,tcp,1190,3270,1
1009,0.000009,udp,168,0,1
1010,0.357274,tcp,820,1470,1
1011,0.187952,tcp,946,268,1
1012,0.194719,tcp,972,268,1
1013,1.570893,tcp,1194,1612,1
